Chapter,Word,Verse,Book,Translation,Original
7,7,2,Wsd,seed sperm,σπέρματος
7,8,2,Wsd,man,ἀνδρὸς
7,9,2,Wsd,and also,καὶ
7,10,2,Wsd,pleasure,ἡδονῆς
7,11,2,Wsd,sleep,ὕπνῳ
3,25,7,3Mc,great,μέγα
3,26,7,3Mc,certain,τι
3,27,7,3Mc,the,τοῖς
7,5,9,Sir,the,τῶν
7,6,9,Sir,gift,δώρων
7,7,9,Sir,I,μου
7,8,9,Sir,to look,ἐπόψεται
7,9,9,Sir,and also,καὶ
1,13,58,1Mc,month,μηνὶ
1,14,58,1Mc,in,ἐν
3,12,2,2Mc,apostleship,ἀποστολαῖς
3,13,2,2Mc,the,ταῖς
3,14,2,2Mc,strongest,κρατίσταις
7,12,2,Wsd,to cohere,συνελθούσης
7,13,2,Wsd, ,
7,1,3,Wsd,and also,καὶ
7,2,3,Wsd,I,ἐγὼ
7,3,3,Wsd,Yet,δὲ
3,28,7,3Mc,matter,πράγμασιν
3,29,7,3Mc, , ἐναντιουμένους 
3,30,7,3Mc,and also,καὶ
3,31,7,3Mc,not,οὐ
3,32,7,3Mc,the,τῷ
7,10,9,Sir,in,ἐν
7,11,9,Sir,the,τῷ
7,12,9,Sir,to present,προσενέγκαι
7,13,9,Sir,I,με
7,14,9,Sir,god,θεῷ
1,15,58,1Mc,the,ταῖς
1,16,58,1Mc,city,πόλεσιν
3,15,2,2Mc,to glorify,δοξάζειν
3,1,3,2Mc,so that,ὥστε
7,4,3,Wsd,to become,γενόμενος
7,5,3,Wsd,to draw,ἔσπασα
7,6,3,Wsd,the,τὸν
7,7,3,Wsd,common,κοινὸν
3,33,7,3Mc,to chance,τυχόντι
3,34,7,3Mc,to,περιῆψαν
3,35,7,3Mc, , ψόγῳ
3,36,7,3Mc, ,
7,15,9,Sir,highest,ὑψίστῳ
7,16,9,Sir,to accept,προσδέξεται
7,1,10,Sir,not,μὴ
7,2,10,Sir, , ὀλιγοψυχήσῃς 
7,3,10,Sir,in,ἐν
1,1,59,1Mc,and also,καὶ
1,2,59,1Mc,the,τῇ
3,2,3,2Mc,and also,καὶ
3,3,3,2Mc, , Σέλευκον 
3,4,3,2Mc,the,τὸν
7,8,3,Wsd,air wind,ἀέρα
7,9,3,Wsd,and also,καὶ
7,10,3,Wsd,upon,ἐπὶ
7,11,3,Wsd,the,τὴν
7,12,3,Wsd,of like,ὁμοιοπαθῆ
3,1,8,3Mc,the,οἱ
3,2,8,3Mc,Yet,δὲ
3,3,8,3Mc,down,κατὰ
7,4,10,Sir,the,τῇ
7,5,10,Sir,prayer,προσευχῇ
7,6,10,Sir,you,σου
7,7,10,Sir,and also,καὶ
7,8,10,Sir,alms,ἐλεημοσύνην
1,3,59,1Mc,fifth,πέμπτῃ
1,4,59,1Mc,and also,καὶ
3,5,3,2Mc,the,τῆς
3,6,3,2Mc,Asia,Ἀσίας
3,7,3,2Mc,king,βασιλέα
7,13,3,Wsd,to,κατέπεσον
7,14,3,Wsd,earth,γῆν
7,15,3,Wsd,first,πρώτην
7,16,3,Wsd,sound,φωνὴν
3,4,8,3Mc,the,τὴν
3,5,8,3Mc,city,πόλιν
3,6,8,3Mc,Greek,Ἕλληνες
3,7,8,3Mc,not,οὐδὲν
7,9,10,Sir,to do,ποιῆσαι
7,10,10,Sir,not,μὴ
7,11,10,Sir, , παρίδῃς
7,12,10,Sir, ,
7,1,11,Sir,not,μὴ
5,1,1,4Mc,to,προκαθίσας
1,5,59,1Mc, , εἰκάδι 
1,6,59,1Mc,the,τοῦ
1,7,59,1Mc,month,μηνὸς
3,8,3,2Mc,to supply,χορηγεῖν
3,9,3,2Mc,out of,ἐκ
7,17,3,Wsd,the,τὴν
7,18,3,Wsd,similar,ὁμοίαν
7,19,3,Wsd,each,πᾶσιν
7,20,3,Wsd,resemble straight,ἴσα
7,21,3,Wsd,to weep,κλαίων
3,8,8,3Mc,to do,ἠδικημένοι
3,9,8,3Mc,disturbance,ταραχὴν
3,10,8,3Mc, , ἀπροσδόκητον 
3,11,8,3Mc,about,περὶ
7,2,11,Sir,to laugh,καταγέλα
7,3,11,Sir,human,ἄνθρωπον
7,4,11,Sir,to be,ὄντα
7,5,11,Sir,in,ἐν
7,6,11,Sir,bitterness,πικρίᾳ
5,2,1,4Mc,indeed,γέ
5,3,1,4Mc, , τοι 
5,4,1,4Mc,after,μετὰ
5,5,1,4Mc,the,τῶν
5,6,1,4Mc, , συνέδρων 
5,7,1,4Mc,the,ὁ
1,8,59,1Mc, , θυσιάζοντες 
1,9,59,1Mc,upon,ἐπὶ
1,10,59,1Mc,the,τὸν
3,10,3,2Mc,the,τῶν
3,11,3,2Mc,own privately,ἰδίων
3,12,3,2Mc, , προσόδων 
7,1,4,Wsd,in,ἐν
7,2,4,Wsd, , σπαργάνοις 
7,3,4,Wsd,to,ἀνετράφην
7,4,4,Wsd,and also,καὶ
7,5,4,Wsd, , φροντίσιν
7,6,4,Wsd, ,
7,1,5,Wsd,not,οὐδεὶς
3,12,8,3Mc,the,τοὺς
3,13,8,3Mc,human,ἀνθρώπους
3,14,8,3Mc,to looked,θεωροῦντες
3,15,8,3Mc,and also,καὶ
7,7,11,Sir,soul,ψυχῆς
7,8,11,Sir,he,αὐτοῦ
7,9,11,Sir,to be,ἔστιν
7,10,11,Sir,for since,γὰρ
7,11,11,Sir,the,ὁ
5,8,1,4Mc,tyrant,τύραννος
5,9,1,4Mc, , Ἀντίοχος 
5,10,1,4Mc,upon,ἐπί
5,11,1,4Mc,certain,τινος
5,12,1,4Mc,elevated,ὑψηλοῦ
1,11,59,1Mc,altar,βωμόν
1,12,59,1Mc,who,ὃς
3,13,3,2Mc,each,πάντα
3,14,3,2Mc,the,τὰ
3,15,3,2Mc,toward,πρὸς
7,2,5,Wsd,for since,γὰρ
7,3,5,Wsd,king,βασιλέων
7,4,5,Wsd,other,ἑτέραν
7,5,5,Wsd,to have,ἔσχεν
7,6,5,Wsd,begetting,γενέσεως
3,16,8,3Mc,running together,συνδρομὰς
3,17,8,3Mc,inoffensive,ἀπροσκόπους
3,18,8,3Mc,to become,γινομένας
7,12,11,Sir,poor lowly,ταπεινῶν
7,13,11,Sir,and also,καὶ
7,14,11,Sir, , ἀνυψῶν
7,15,11,Sir, ,
7,1,12,Sir,not,μὴ
5,13,1,4Mc,place,τόπου
5,14,1,4Mc,and also,καὶ
5,15,1,4Mc,the,τῶν
5,16,1,4Mc,soldier army,στρατευμάτων
1,13,59,1Mc,to be,ἦν
1,14,59,1Mc,upon,ἐπὶ
3,16,3,2Mc,the,τὰς
3,17,3,2Mc,job,λειτουργίας
3,18,3,2Mc,the,τῶν
7,7,5,Wsd,beginning,ἀρχήν
7,1,6,Wsd,one,μία
7,2,6,Wsd,Yet,δὲ
7,3,6,Wsd,each,πάντων
7,4,6,Wsd,entry,εἴσοδος
3,19,8,3Mc,to help,βοηθεῖν
3,20,8,3Mc,indeed,μὲν
3,21,8,3Mc,not,οὐκ
3,22,8,3Mc, , ἔσθενον τυραννικὴ 
3,23,8,3Mc,for since,γὰρ
7,2,12,Sir,to plow,ἀροτρία
7,3,12,Sir,lie falsehood,ψεῦδος
7,4,12,Sir,upon,ἐπ’
7,5,12,Sir,brother,ἀδελφῷ
7,6,12,Sir,you,σου
5,17,1,4Mc,he,αὐτῷ
5,18,1,4Mc,to stand,παρεστηκότων
5,19,1,4Mc,in,κυκλόθεν
5,20,1,4Mc, , ἐνόπλων
5,21,1,4Mc, ,
1,15,59,1Mc,the,τοῦ
1,16,59,1Mc,altar a,θυσιαστηρίου
3,19,3,2Mc,sacrifice,θυσιῶν
3,20,3,2Mc,to put,ἐπιβάλλοντα
3,21,3,2Mc, , δαπανήματα
3,22,3,2Mc, ,
7,5,6,Wsd,into,εἰς
7,6,6,Wsd,the,τὸν
7,7,6,Wsd,life can,βίον
7,8,6,Wsd,exodus,ἔξοδός
7,9,6,Wsd,and,τε
3,24,8,3Mc,to be,ἦν
3,25,8,3Mc,the,ἡ
3,26,8,3Mc, , διάθεσις 
3,27,8,3Mc,to entreat,παρεκάλουν
3,28,8,3Mc,Yet,δὲ
7,7,12,Sir,neither,μηδὲ
7,8,12,Sir,friend companion,φίλῳ
7,9,12,Sir,the,τὸ
7,10,12,Sir,similar,ὅμοιον
7,11,12,Sir,to do,ποίει
5,1,2,4Mc,the,τοῖς
5,2,2,4Mc, ,παρεκέλευεν 
5,3,2,4Mc,one,ἕνα
5,4,2,4Mc, , δορυφόροις 
5,5,2,4Mc,each,ἕκαστον
1,1,60,1Mc,and also,καὶ
1,2,60,1Mc,the,τὰς
3,1,4,2Mc,Simon,Σιμων
3,2,4,2Mc,Yet,δέ
3,3,4,2Mc,certain,τις
7,10,6,Wsd,resemble straight,ἴση
7,1,7,Wsd,because of,διὰ
7,2,7,Wsd,this,τοῦτο
7,3,7,Wsd,to pray,εὐξάμην
7,4,7,Wsd,and also,καὶ
3,29,8,3Mc,and also,καὶ
3,30,8,3Mc, , δυσφόρως 
3,31,8,3Mc,to have,εἶχον
3,32,8,3Mc,and also,καὶ
3,33,8,3Mc, ,μεταπεσεῖσθαι
7,1,13,Sir,not,μὴ
7,2,13,Sir,to want,θέλε
7,3,13,Sir,to lie,ψεύδεσθαι
7,4,13,Sir,each,πᾶν
7,5,13,Sir,lie falsehood,ψεῦδος
5,6,2,4Mc,Hebrew,Εβραῖον
5,7,2,4Mc,to,ἐπισπᾶσθαι
5,8,2,4Mc,and also,καὶ
5,9,2,4Mc,meat,κρεῶν
5,10,2,4Mc,and also,καὶ
1,3,60,1Mc,woman,γυναῖκας
1,4,60,1Mc,the,τὰς
3,4,4,2Mc,out of,ἐκ
3,5,4,2Mc,the,τῆς
3,6,4,2Mc,Benjamin,Βενιαμιν
7,5,7,Wsd,contemplation,φρόνησις
7,6,7,Wsd,to give,ἐδόθη
7,7,7,Wsd,I,μοι
7,8,7,Wsd,to call,ἐπεκαλεσάμην
7,9,7,Wsd,and also,καὶ
3,1,9,3Mc,not,μὴ
3,2,9,3Mc,for since,γὰρ
3,3,9,3Mc,thusly,οὕτω
7,6,13,Sir,the,ὁ
7,7,13,Sir,for since,γὰρ
7,8,13,Sir, , ἐνδελεχισμὸς 
7,9,13,Sir,he,αὐτοῦ
7,10,13,Sir,not,οὐκ
5,11,2,4Mc, , ὑείων 
5,12,2,4Mc,idolatrous,εἰδωλοθύτων
5,13,2,4Mc,to compel,ἀναγκάζειν
5,14,2,4Mc, ,
5,15,2,4Mc, , ἀπογεύεσθαι
5,16,2,4Mc, ,
1,5,60,1Mc,to circumcise,περιτετμηκυίας
1,6,60,1Mc,the,τὰ
3,7,4,2Mc,tribe,φυλῆς
3,8,4,2Mc, ,προστάτης
3,9,4,2Mc,the,τοῦ
7,10,7,Wsd,to come,ἦλθέν
7,11,7,Wsd,I,μοι
7,12,7,Wsd,spirit,πνεῦμα
7,13,7,Wsd,wisdom,σοφίας
7,1,8,Wsd,he,αὐτὴν
3,4,9,3Mc, , παροραθήσεσθαι 
3,5,9,3Mc,so great,τηλικοῦτο
3,6,9,3Mc, , σύστεμα 
3,7,9,3Mc,not one,μηδὲν
3,8,9,3Mc,to not,ἠγνοηκός
3,1,10,3Mc,already by,ἤδη
7,11,13,Sir,into,εἰς
7,12,13,Sir,good,ἀγαθόν
7,1,14,Sir,not,μὴ
7,2,14,Sir, , ἀδολέσχει 
7,3,14,Sir,in,ἐν
7,4,14,Sir,multitude,πλήθει
5,1,3,4Mc,if,εἰ
5,2,3,4Mc,Yet,δέ
5,3,3,4Mc,certain,τινες
5,4,3,4Mc,not,μὴ
1,7,60,1Mc,child,τέκνα
1,8,60,1Mc,he,αὐτῶν
3,10,4,2Mc,outer temple,ἱεροῦ
3,11,4,2Mc,to appoint,καθεσταμένος
3,12,4,2Mc,to surpass,διηνέχθη
7,2,8,Wsd, ,προέκρινα 
7,3,8,Wsd,and also,καὶ
7,4,8,Wsd, , σκήπτρων 
7,5,8,Wsd,throne,θρόνων
7,6,8,Wsd,and also,καὶ
7,7,8,Wsd,wealth,πλοῦτον
7,8,8,Wsd,not,οὐδὲν
3,2,10,3Mc,Yet,δὲ
3,3,10,3Mc,and also,καί
3,4,10,3Mc,certain,τινες
3,5,10,3Mc,neighbor,γείτονές
7,5,14,Sir,elder,πρεσβυτέρων
7,6,14,Sir,and also,καὶ
7,7,14,Sir,not,μὴ
7,8,14,Sir, , δευτερώσῃς 
7,9,14,Sir,word,λόγον
7,10,14,Sir,in,ἐν
5,5,3,4Mc,to want,θέλοιεν
5,6,3,4Mc,to,μιαροφαγῆσαι
5,7,3,4Mc,this,τούτους
5,8,3,4Mc, , τροχισθέντας 
5,9,3,4Mc,to dispatch,ἀναιρεθῆναι
1,9,60,1Mc,to put,ἐθανάτωσαν
1,10,60,1Mc,down,κατὰ
3,13,4,2Mc,the,τῷ
3,14,4,2Mc,archpriest,ἀρχιερεῖ
3,15,4,2Mc,about,περὶ
7,9,8,Wsd,to regard,ἡγησάμην
7,10,8,Wsd,in,ἐν
7,11,8,Wsd,he,αὐτῆς
7,12,8,Wsd, , συγκρίσει 
7,13,8,Wsd, ,
3,6,10,3Mc,and,τε
3,7,10,3Mc,and also,καὶ
3,8,10,3Mc,friend companion,φίλοι
3,9,10,3Mc,and also,καὶ
7,11,14,Sir,prayer,προσευχῇ
7,12,14,Sir,you,σου
7,1,15,Sir,not,μὴ
7,2,15,Sir,to hate,μισήσῃς
5,1,4,4Mc,much,πολλῶν
5,2,4,4Mc,Yet,δὲ
5,3,4,4Mc,to enthral,συναρπασθέντων
5,4,4,4Mc,one,εἷς
1,11,60,1Mc,the,τὸ
1,12,60,1Mc, , πρόσταγμα
1,13,60,1Mc, ,
3,16,4,2Mc,the,τῆς
3,17,4,2Mc,down,κατὰ
3,18,4,2Mc,the,τὴν
7,1,9,Wsd,neither,οὐδὲ
7,2,9,Wsd,to liken,ὡμοίωσα
7,3,9,Wsd,he,αὐτῇ
7,4,9,Wsd,stone,λίθον
3,10,10,3Mc, , συμπραγματευόμενοι μυστικῶς 
3,11,10,3Mc,certain,τινας
3,12,10,3Mc,to,ἐπισπώμενοι
3,13,10,3Mc,faith,πίστεις
7,3,15,Sir, , ἐπίπονον 
7,4,15,Sir,business,ἐργασίαν
7,5,15,Sir,and also,καὶ
7,6,15,Sir, , γεωργίαν 
7,7,15,Sir,under,ὑπὸ
7,8,15,Sir,highest,ὑψίστου
5,5,4,4Mc,first,πρῶτος
5,6,4,4Mc,out of,ἐκ
5,7,4,4Mc,the,τῆς
5,8,4,4Mc,herd,ἀγέλης
1,1,61,1Mc,and also,καὶ
3,19,4,2Mc,city,πόλιν
3,20,4,2Mc, , ἀγορανομίας
3,21,4,2Mc, ,
7,5,9,Wsd, , ἀτίμητον 
7,6,9,Wsd,because,ὅτι
7,7,9,Wsd,the,ὁ
7,8,9,Wsd,each,πᾶς
7,9,9,Wsd,gold,χρυσὸς
7,10,9,Wsd,in,ἐν
3,14,10,3Mc,to give,ἐδίδουν
3,15,10,3Mc, , συνασπιεῖν 
3,16,10,3Mc,and also,καὶ
3,17,10,3Mc,each,πᾶν
7,9,15,Sir,to create,ἐκτισμένην
7,1,16,Sir,not,μὴ
7,2,16,Sir, , προσλογίζου 
7,3,16,Sir,yourself,σεαυτὸν
7,4,16,Sir,in,ἐν
5,9,4,4Mc,name,ὀνόματι
5,10,4,4Mc, , Ελεαζαρος 
5,11,4,4Mc,the,τὸ
5,12,4,4Mc,race race,γένος
5,13,4,4Mc,priest,ἱερεύς
1,2,61,1Mc,to hung,ἐκρέμασαν
1,3,61,1Mc,the,τὰ
3,1,5,2Mc,and also,καὶ
3,2,5,2Mc,to be,νικῆσαι
7,11,9,Wsd,sight,ὄψει
7,12,9,Wsd,he,αὐτῆς
7,13,9,Wsd, , ψάμμος 
7,14,9,Wsd,little,ὀλίγη
7,15,9,Wsd,and also,καὶ
7,16,9,Wsd,as,ὡς
3,18,10,3Mc,extended,ἐκτενὲς
3,19,10,3Mc,to present,προσοίσεσθαι
3,20,10,3Mc,toward,πρὸς
7,5,16,Sir,multitude,πλήθει
7,6,16,Sir,sinful,ἁμαρτωλῶν
7,7,16,Sir,to remember,μνήσθητι
7,8,16,Sir,because,ὅτι
7,9,16,Sir,wrath,ὀργὴ
5,14,4,4Mc,the,τὴν
5,15,4,4Mc, , ἐπιστήμην 
5,16,4,4Mc,legalistic,νομικὸς
5,17,4,4Mc,and also,καὶ
5,18,4,4Mc,the,τὴν
1,4,61,1Mc,baby,βρέφη
1,5,61,1Mc,out of,ἐκ
3,3,5,2Mc,the,τὸν
3,4,5,2Mc, , Ονιαν 
3,5,5,2Mc,not,μὴ
7,17,9,Wsd,clay,πηλὸς
7,18,9,Wsd,to reckon,λογισθήσεται
7,19,9,Wsd,silver,ἄργυρος
7,20,9,Wsd,in front,ἐναντίον
7,21,9,Wsd,he,αὐτῆς
3,21,10,3Mc,help,ἀντίλημψιν
3,1,11,3Mc,that,ἐκεῖνος
3,2,11,3Mc,indeed,μὲν
7,10,16,Sir,not,οὐ
7,11,16,Sir,to linger,χρονιεῖ
7,1,17,Sir,to humble,ταπείνωσον
7,2,17,Sir,exceedingly,σφόδρα
7,3,17,Sir,the,τὴν
5,19,4,4Mc,age get,ἡλικίαν
5,20,4,4Mc, , προήκων 
5,21,4,4Mc,and also,καὶ
5,22,4,4Mc,much,πολλοῖς
5,23,4,4Mc,the,τῶν
1,6,61,1Mc,the,τῶν
1,7,61,1Mc,throat,τραχήλων
3,6,5,2Mc,to able,δυνάμενος
3,7,5,2Mc,to come,ἦλθεν
7,1,10,Wsd,above,ὑπὲρ
7,2,10,Wsd, , ὑγίειαν 
7,3,10,Wsd,and also,καὶ
7,4,10,Wsd, , εὐμορφίαν 
7,5,10,Wsd,to agape,ἠγάπησα
7,6,10,Wsd,he,αὐτὴν
3,3,11,3Mc,consequently,οὖν
3,4,11,3Mc,the,τῇ
3,5,11,3Mc,down,κατὰ
3,6,11,3Mc,the,τὸ
7,4,17,Sir,soul,ψυχήν
7,5,17,Sir,you,σου
7,6,17,Sir,because,ὅτι
7,7,17,Sir,vengeance,ἐκδίκησις
7,8,17,Sir,ungodly,ἀσεβοῦς
7,9,17,Sir,fire,πῦρ
5,24,4,4Mc,about,περὶ
5,25,4,4Mc,the,τὸν
5,26,4,4Mc,tyrant,τύραννον
5,27,4,4Mc,because of,διὰ
1,8,61,1Mc,he,αὐτῶν
1,9,61,1Mc,and also,καὶ
3,8,5,2Mc,toward,πρὸς
3,9,5,2Mc, , Ἀπολλώνιον Θαρσεου 
3,10,5,2Mc,the,τὸν
7,7,10,Wsd,and also,καὶ
7,8,10,Wsd,to purpose,προειλόμην
7,9,10,Wsd,he,αὐτὴν
7,10,10,Wsd,against,ἀντὶ
3,7,11,3Mc,to be,παρὸν
3,8,11,3Mc, , εὐημερίᾳ γεγαυρωμένος 
3,9,11,3Mc,and also,καὶ
3,10,11,3Mc,not,οὐ
7,10,17,Sir,and also,καὶ
7,11,17,Sir,larva,σκώληξ
7,1,18,Sir,not,μὴ
7,2,18,Sir,to change,ἀλλάξῃς
7,3,18,Sir,friend companion,φίλον
5,28,4,4Mc,the,τὴν
5,29,4,4Mc,age get,ἡλικίαν
5,30,4,4Mc, , γνώριμος 
5,31,4,4Mc,to pass,παρήχθη
5,32,4,4Mc,neighbor one,πλησίον
1,10,61,1Mc,the,τοὺς
1,11,61,1Mc,house,οἴκους
3,11,5,2Mc,down,κατ’
3,12,5,2Mc,that,ἐκεῖνον
3,13,5,2Mc,the,τὸν
7,11,10,Wsd,light,φωτὸς
7,12,10,Wsd,to have,ἔχειν
7,13,10,Wsd,because,ὅτι
7,14,10,Wsd, , ἀκοίμητον 
7,15,10,Wsd,the,τὸ
7,16,10,Wsd,out of,ἐκ
3,11,11,3Mc,to see,καθορῶν
3,12,11,3Mc,the,τὸ
3,13,11,3Mc,the,τοῦ
7,4,18,Sir,for,ἕνεκεν
7,5,18,Sir,differing various,διαφόρου
7,6,18,Sir,neither,μηδὲ
7,7,18,Sir,brother,ἀδελφὸν
7,8,18,Sir,legitimate,γνήσιον
5,33,4,4Mc,he,αὐτοῦ
5,1,5,4Mc,and also,καὶ
5,2,5,4Mc,he,αὐτὸν
5,3,5,4Mc,to see,ἰδὼν
1,12,61,1Mc,he,αὐτῶν
1,13,61,1Mc,and also,καὶ
3,14,5,2Mc,period,καιρὸν
3,15,5,2Mc, , Κοίλης 
3,16,5,2Mc,Syria,Συρίας
7,17,10,Wsd,this,ταύτης
7,18,10,Wsd,brightness,φέγγος
7,1,11,Wsd,to come,ἦλθεν
7,2,11,Wsd,Yet,δέ
7,3,11,Wsd,I,μοι
3,14,11,3Mc,greatest,μεγίστου
3,15,11,3Mc,god,θεοῦ
7,9,18,Sir,in,ἐν
7,10,18,Sir,piece of,χρυσίῳ
7,11,18,Sir, , Σουφιρ
7,12,18,Sir, ,
7,1,19,Sir,not,μὴ
5,4,5,4Mc,the,ὁ
5,5,5,4Mc, , Ἀντίοχος 
5,6,5,4Mc,to say,ἔφη
5,1,6,4Mc,I,ἐγὼ
1,14,61,1Mc,the,τοὺς
1,15,61,1Mc,to circumcise,περιτετμηκότας
3,17,5,2Mc,and also,καὶ
3,18,5,2Mc,Phoenicia,Φοινίκης
3,19,5,2Mc,stategist,στρατηγὸν
7,4,11,Wsd,the,τὰ
7,5,11,Wsd,good,ἀγαθὰ
7,6,11,Wsd,together,ὁμοῦ
7,7,11,Wsd,each,πάντα
7,8,11,Wsd,after,μετ’
3,16,11,3Mc,might might,κράτος
3,17,11,3Mc,to take,ὑπολαμβάνων
3,18,11,3Mc,Yet,δὲ
3,19,11,3Mc, , διηνεκῶς 
3,20,11,3Mc,in,ἐν
7,2,19,Sir,to be,ἀστόχει
7,3,19,Sir,woman,γυναικὸς
7,4,19,Sir,wise,σοφῆς
7,5,19,Sir,and also,καὶ
7,6,19,Sir,good,ἀγαθῆς
5,2,6,4Mc,before prior,πρὶν
5,3,6,4Mc,to begin,ἄρξασθαι
5,4,6,4Mc,the,τῶν
5,5,6,4Mc,down,κατὰ
1,16,61,1Mc,he,αὐτούς
1,1,62,1Mc,and also,καὶ
3,1,6,2Mc,and also,καὶ
3,2,6,2Mc, , προσήγγειλεν 
3,3,6,2Mc,about,περὶ
7,9,11,Wsd,he,αὐτῆς
7,10,11,Wsd,and also,καὶ
7,11,11,Wsd,innumerable,ἀναρίθμητος
7,12,11,Wsd,wealth,πλοῦτος
7,13,11,Wsd,in,ἐν
3,21,11,3Mc,the,τῇ
3,22,11,3Mc,he,αὐτῇ
3,23,11,3Mc,to remain,διαμενεῖν
3,24,11,3Mc,will,βουλῇ
7,7,19,Sir,the,ἡ
7,8,19,Sir,for since,γὰρ
7,9,19,Sir,favor,χάρις
7,10,19,Sir,he,αὐτῆς
7,11,19,Sir,above,ὑπὲρ
7,12,19,Sir,the,τὸ
5,6,6,4Mc,you,σοῦ
5,7,6,4Mc,torment,βασάνων
5,8,6,4Mc,O,ὦ
5,9,6,4Mc,old,πρεσβῦτα
1,2,62,1Mc,much,πολλοὶ
1,3,62,1Mc,in,ἐν
3,4,6,2Mc,the,τοῦ
3,5,6,2Mc,means,χρημάτων
3,6,6,2Mc, , ἀμυθήτων 
3,7,6,2Mc,to be,γέμειν
7,14,11,Wsd,hand,χερσὶν
7,15,11,Wsd,he,αὐτῆς
7,1,12,Wsd,to celebrate,εὐφράνθην
7,2,12,Wsd,Yet,δὲ
7,3,12,Wsd,upon,ἐπὶ
3,25,11,3Mc,to write,ἔγραψεν
3,26,11,3Mc,down,κατ’
3,27,11,3Mc,he,αὐτῶν
3,28,11,3Mc,letter,ἐπιστολὴν
7,13,19,Sir,piece of,χρυσίον
7,1,20,Sir,not,μὴ
7,2,20,Sir,to badly,κακώσῃς
7,3,20,Sir,household slave,οἰκέτην
7,4,20,Sir,to work,ἐργαζόμενον
5,10,6,4Mc,to council,συμβουλεύσαιμ’
5,11,6,4Mc,ever,ἄν
5,12,6,4Mc,you,σοι
5,13,6,4Mc,this,ταῦτα
1,4,62,1Mc,Israel,Ισραηλ
1,5,62,1Mc,to become,ἐκραταιώθησαν
3,8,6,2Mc,the,τὸ
3,9,6,2Mc,in,ἐν
3,10,6,2Mc,Jerusalem,Ιεροσολύμοις
7,4,12,Wsd,each,πᾶσιν
7,5,12,Wsd,because,ὅτι
7,6,12,Wsd,he,αὐτῶν
7,7,12,Wsd,to regard,ἡγεῖται
7,8,12,Wsd,wisdom,σοφία
3,29,11,3Mc,such things,τήνδε
3,1,12,3Mc,king,βασιλεὺς
3,2,12,3Mc, , Πτολεμαῖος 
3,3,12,3Mc,Philopator,Φιλοπάτωρ
7,5,20,Sir,in,ἐν
7,6,20,Sir,truth,ἀληθείᾳ
7,7,20,Sir,neither,μηδὲ
7,8,20,Sir, ,μίσθιον
7,9,20,Sir,to give,διδόντα
5,14,6,4Mc,so that,ὅπως
5,15,6,4Mc, , ἀπογευσάμενος 
5,16,6,4Mc,the,τῶν
5,17,6,4Mc, , ὑείων 
5,18,6,4Mc,to save,σῴζοιο
5,1,7,4Mc,for since,γάρ
1,6,62,1Mc,and also,καὶ
1,7,62,1Mc, , ὠχυρώθησαν 
1,8,62,1Mc,in,ἐν
3,11,6,2Mc,treasury,γαζοφυλάκιον
3,12,6,2Mc,so that,ὥστε
3,13,6,2Mc,the,τὸ
7,9,12,Wsd,to not,ἠγνόουν
7,10,12,Wsd,Yet,δὲ
7,11,12,Wsd,he,αὐτὴν
7,12,12,Wsd, , γενέτιν 
7,13,12,Wsd,to be,εἶναι
3,4,12,3Mc,the,τοῖς
3,5,12,3Mc,down,κατ’
3,6,12,3Mc,Egypt,Αἴγυπτον
7,10,20,Sir,the,τὴν
7,11,20,Sir,soul,ψυχὴν
7,12,20,Sir,he,αὐτοῦ
7,1,21,Sir,household slave,οἰκέτην
5,2,7,4Mc, ,αἰδοῦμαι 
5,3,7,4Mc,you,σου
5,4,7,4Mc,the,τὴν
5,5,7,4Mc,age get,ἡλικίαν
5,6,7,4Mc,and also,καὶ
1,9,62,1Mc,self him,αὑτοῖς
1,10,62,1Mc,the,τοῦ
3,14,6,2Mc,multitude,πλῆθος
3,15,6,2Mc,the,τῶν
3,16,6,2Mc,differing various,διαφόρων
7,14,12,Wsd,this,τούτων
7,1,13,Wsd,and,τε
7,2,13,Wsd, ,ἀδόλως 
7,3,13,Wsd,to learn,ἔμαθον
7,4,13,Wsd,and,τε
3,7,12,3Mc,and also,καὶ
3,8,12,3Mc,down,κατὰ
3,9,12,3Mc,place,τόπον
3,10,12,3Mc,stategist,στρατηγοῖς
7,2,21,Sir,insightful,συνετὸν
7,3,21,Sir,to agape,ἀγαπάτω
7,4,21,Sir,you,σου
7,5,21,Sir,the,ἡ
5,7,7,4Mc,the,τὴν
5,8,7,4Mc,who,ἣν
5,9,7,4Mc, , πολιάν 
5,10,7,4Mc,after,μετὰ
1,11,62,1Mc,not,μὴ
1,12,62,1Mc,to eat,φαγεῖν
3,17,6,2Mc,innumerable,ἀναρίθμητον
3,18,6,2Mc,to be,εἶναι
3,19,6,2Mc,and also,καὶ
7,5,13,Wsd, , ἀφθόνως 
7,6,13,Wsd,to impart,μεταδίδωμι
7,7,13,Wsd,the,τὸν
7,8,13,Wsd,wealth,πλοῦτον
7,9,13,Wsd,he,αὐτῆς
7,10,13,Wsd,not,οὐκ
3,11,12,3Mc,and also,καὶ
3,12,12,3Mc,soldier,στρατιώταις
3,13,12,3Mc,to rejoice,χαίρειν
7,6,21,Sir,cold weather,ψυχή
7,7,21,Sir,not,μὴ
7,8,21,Sir, , στερήσῃς 
7,9,21,Sir,he,αὐτὸν
